ROOTNAME,OPT_ELEM,CENWAVE,APERTURE,EXPTYPE,OBSTYPE,OBSMODE,PROGRAM,LIFE_ADJ,DATE-OBS
lbx501itq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501ivq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501ixq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501izq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501j1q,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501j3q,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501j5q,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501j7q,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501j9q,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501jbq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501jdq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501jfq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501jhq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501jjq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501jlq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501jnq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx501jpq,G130M,1309,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502jtq,G160M,1600,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,1,3/13/12
lbx502juq,G160M,1600,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,1,3/13/12
lbx502jwq,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502jyq,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502k0q,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502k2q,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502k4q,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502k6q,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502k8q,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502kaq,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502kcq,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx502keq,G160M,1600,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,3/13/12
lbx503keq,G140L,1105,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,1,4/17/12
lbx503kfq,G140L,1105,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,1,4/17/12
lbx503kjq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503klq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503knq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503kpq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503krq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503ktq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503kvq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503kxq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503kzq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503l7q,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503l9q,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lbx503lbq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/17/12
lcdi02a3q,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcdi02aaq,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcdi02yiq,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcdi02yuq,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcdi02yxq,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcdi02zaq,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcdi02ziq,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcdi02zqq,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcdi02zyq,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,10/26/14
lcix06alq,MIRRORA,0,BOA,ACQ/IMAGE,IMAGING,ACCUM, ,1,2/9/15
lcix06bzq,G130M,1309,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,3,2/9/15
lcix06c7q,G160M,1600,PSA,ACQ/SEARCH,SPECTROSCOPIC,ACCUM, ,3,2/9/15
lcpb01hrs,G130M,1291,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01hts,G130M,1291,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01hvs,G130M,1291,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01hxs,G130M,1291,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01hzs,G130M,1300,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01i1s,G130M,1300,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01i3s,G130M,1300,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01i5s,G130M,1300,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01i7s,G130M,1222,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01i9s,G130M,1222,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01ibs,G130M,1222,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01ids,G130M,1222,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01ifs,G130M,1327,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01ihs,G130M,1327,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01ijs,G130M,1327,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb01ils,G130M,1327,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb02ecq,G130M,1309,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb02eeq,G130M,1309,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb02egq,G130M,1309,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb02eiq,G130M,1309,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb02ekq,G130M,1318,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb02emq,G130M,1318,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb02eoq,G130M,1318,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb02eqq,G130M,1318,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03cgq,G160M,1577,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03ciq,G160M,1577,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03ckq,G160M,1577,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03ctq,G160M,1577,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03cwq,G160M,1600,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03d1q,G160M,1600,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03dbq,G160M,1600,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03deq,G160M,1600,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03djq,G160M,1589,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03dsq,G160M,1589,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03duq,G160M,1589,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03dwq,G160M,1589,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03dyq,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03e0q,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03e2q,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb03e4q,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/22/14
lcpb04irs,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04its,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04ivs,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04ixs,G140L,1280,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04izs,G160M,1623,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04j1s,G160M,1623,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04j3s,G160M,1623,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04j5s,G160M,1623,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04j7s,G160M,1611,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04j9s,G160M,1611,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04jbs,G160M,1611,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/23/14
lcpb04jhs,G160M,1611,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/24/14
lcpb05iiq,G160M,1577,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05ikq,G160M,1577,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05imq,G160M,1577,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05ioq,G160M,1577,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05iyq,G160M,1600,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05j0q,G160M,1600,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05j2q,G160M,1600,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05j4q,G160M,1600,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05j6q,G160M,1623,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05j8q,G160M,1623,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05jaq,G160M,1623,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05jcq,G160M,1623,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05jeq,G160M,1611,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05jgq,G160M,1611,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05jiq,G160M,1611,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcpb05jkq,G160M,1611,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,9/27/14
lcr90exeq,N/A,0,N/A,DARK,IMAGING,TIME-TAG, ,-999,11/14/14
lbxi16d6q,N/A,0,N/A,DARK,IMAGING,TIME-TAG, ,-999,6/4/12
lce804h8q,G130M,1222,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,2/22/14
lce823m5q,G130M,1096,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,2/18/14
lce823m7q,G130M,1096,WCA,WAVECAL,SPECTROSCOPIC,TIME-TAG, ,2,2/18/14
lcix05q3q,G140L,0,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,10/29/14
lcix05q4q,G130M,0,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,10/29/14
lcix05q5q,G160M,0,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,10/29/14
lcix06c3q,G130M,0,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,2/9/15
lcix06cfq,G160M,1600,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,3,2/9/15
lcix06cjq,G160M,0,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,2/9/15
lcos29a1q,G130M,1291,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,3/8/15
lcos29a2q,G130M,1291,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,3,3/8/15
lcqz08cwq,G130M,1222,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,6/8/15
lcqz30l4q,G130M,1096,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,8/15/15
lcqz30l7q,G130M,1096,WCA,WAVECAL,SPECTROSCOPIC,TIME-TAG, ,2,8/15/15
lcx210y8q,G130M,1291,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,11/3/16
lcx210ydq,G130M,1291,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,11/3/16
lcx210yqq,G130M,1291,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,11/4/16
lcx210ztq,G130M,1291,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,11/4/16
lcyib2euq,G185M,1913,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,1,11/14/16
lcyib2evq,G185M,1913,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,1,11/14/16
lcyid1a5q,G130M,1291,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,11/13/16
lcyid1a6q,G130M,1291,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,3,11/13/16
ld0y10dkq,G130M,1222,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,8/22/16
ld0y15j6q,G130M,1096,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,2,4/20/16
ld0y15jaq,G130M,1096,WCA,WAVECAL,SPECTROSCOPIC,TIME-TAG, ,2,4/20/16
ld7y02rpq,G130M,1309,PSA,ACQ/SEARCH,SPECTROSCOPIC,ACCUM, ,3,11/30/16
ld7y02rqq,G130M,1309,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,12/1/16
ld7y02rrq,G130M,1309,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,3,12/1/16
ld9m18oaq,G230L,3000,PSA,ACQ/SEARCH,SPECTROSCOPIC,ACCUM, ,1,12/21/16
ld9m18obq,G230L,3000,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,1,12/21/16
ld9m18ocq,G230L,3000,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,1,12/21/16
lda927lpq,MIRRORA,0,BOA,ACQ/IMAGE,IMAGING,ACCUM, ,1,12/20/16
lda938f5q,MIRRORA,0,BOA,ACQ/IMAGE,IMAGING,ACCUM, ,1,11/17/16
ldb201ofq,G130M,1291,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,-1,8/24/16
ldb201ohq,G130M,1291,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,-1,8/24/16
ldb201ojq,G130M,1291,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,-1,8/24/16
ldb201olq,G130M,1291,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,-1,8/24/16
ldb201otq,G130M,1222,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,-1,8/25/16
ldb201owq,G130M,1222,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,-1,8/25/16
ldb201poq,G130M,1222,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,-1,8/25/16
ldb201pqq,G130M,1222,RelMvReq,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,-1,8/25/16
ldc1b1waq,G130M,1309,RelMvReq,FLAT,SPECTROSCOPIC,TIME-TAG, ,-1,10/16/16
ldc1b2bsq,G130M,1309,RelMvReq,FLAT,SPECTROSCOPIC,TIME-TAG, ,-1,10/17/16
ldc1b2bzq,G160M,1600,RelMvReq,FLAT,SPECTROSCOPIC,TIME-TAG, ,-1,10/17/16
ldc1b2c2q,G160M,1600,RelMvReq,FLAT,SPECTROSCOPIC,TIME-TAG, ,-1,10/17/16
ldc1d1e5q,G130M,1309,RelMvReq,FLAT,SPECTROSCOPIC,TIME-TAG, ,-1,11/7/16
ldd306cbq,N/A,0,N/A,DARK,IMAGING,TIME-TAG, ,-999,11/7/16
ldaf15dhq,MIRRORA,0,PSA,ACQ/IMAGE,IMAGING,ACCUM, ,1,1/16/17
ldao27cgq,MIRRORB,0,PSA,ACQ/IMAGE,IMAGING,ACCUM, ,1,1/16/17
ldcv02ylq,G130M,1222,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,12/29/16
ldcv02z9q,G140L,1105,PSA,EXTERNAL/SCI,SPECTROSCOPIC,TIME-TAG, ,3,12/29/16
ld7y02rqq,G130M,1309,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,3,12/1/16
ld7y02rpq,G130M,1309,PSA,ACQ/SEARCH,SPECTROSCOPIC,ACCUM, ,3,11/30/16
ld7y02rrq,G130M,1309,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,3,12/1/16
ld9m18oaq,G230L,3000,PSA,ACQ/SEARCH,SPECTROSCOPIC,ACCUM, ,1,12/21/16
ld9m18obq,G230L,3000,PSA,ACQ/PEAKXD,SPECTROSCOPIC,ACCUM, ,1,12/21/16
ld9m18ocq,G230L,3000,PSA,ACQ/PEAKD,SPECTROSCOPIC,ACCUM, ,1,12/21/16
lda927lpq,MIRRORA,0,BOA,ACQ/IMAGE,IMAGING,ACCUM, ,1,12/20/16
